borrower_id,age,income,home_ownership,employment_length,loan_purpose,loan_amount,debt_to_income,credit_history_length,historical_default,default
387,23,100000,RENT,0,PERSONAL,24250,0.24,2,Y,0
388,23,103000,RENT,6,PERSONAL,24250,0.24,2,N,0
389,25,160000,MORTGAGE,2,EDUCATION,9000,0.06,3,N,0
390,25,160000,OWN,5,VENTURE,15000,0.09,4,N,0
391,24,160000,MORTGAGE,3,VENTURE,20000,0.12,3,N,0
392,23,160000,MORTGAGE,2,EDUCATION,25000,0.16,2,Y,0
393,26,160000,MORTGAGE,0,DEBTCONSOLIDATION,13750,0.09,4,N,0
394,21,160000,MORTGAGE,3,VENTURE,15250,0.1,4,Y,0
395,25,160000,MORTGAGE,3,VENTURE,20000,0.12,2,Y,0
396,22,16800,MORTGAGE,0,HOMEIMPROVEMENT,4750,0.28,2,Y,1
397,25,111996,RENT,9,PERSONAL,24250,0.22,3,N,0
398,21,16800,MORTGAGE,0,VENTURE,6000,0.36,4,N,1
399,25,115200,RENT,0,HOMEIMPROVEMENT,24250,0.21,2,N,0
400,23,144000,RENT,0,EDUCATION,24250,0.17,3,N,0
401,23,287000,RENT,3,EDUCATION,24250,0.08,3,N,0
402,22,108000,RENT,1,HOMEIMPROVEMENT,24150,0.22,3,Y,1
403,22,43000,RENT,7,DEBTCONSOLIDATION,24000,0.56,3,Y,1
404,23,47004,RENT,1,VENTURE,24000,0.51,4,N,1
405,24,48000,RENT,4,VENTURE,24000,0.5,2,Y,1
406,26,48000,RENT,4,MEDICAL,24000,0.5,3,N,1
407,21,44964,RENT,2,EDUCATION,24000,0.53,2,Y,1
408,25,52000,RENT,0,PERSONAL,24000,0.46,2,N,1
409,22,17352,MORTGAGE,0,EDUCATION,2250,0.13,3,Y,0
410,24,47000,RENT,3,PERSONAL,24000,0.51,2,N,1
411,22,17400,MORTGAGE,6,VENTURE,1000,0.06,2,N,0
412,22,49000,RENT,2,MEDICAL,24000,0.49,4,N,1
413,26,60000,RENT,0,PERSONAL,24000,0.4,4,N,1
414,25,60000,RENT,3,PERSONAL,24000,0.4,4,N,1
415,22,60000,RENT,0,PERSONAL,24000,0.4,3,N,1
416,21,60000,RENT,5,MEDICAL,24000,0.4,2,N,1
417,26,62004,RENT,9,DEBTCONSOLIDATION,24000,0.39,3,N,1
418,22,62400,RENT,3,EDUCATION,24000,0.38,2,N,1
419,26,65000,RENT,10,DEBTCONSOLIDATION,24000,0.37,2,N,1
420,22,17760,MORTGAGE,6,EDUCATION,4975,0.28,3,Y,1
421,23,59000,RENT,5,DEBTCONSOLIDATION,24000,0.41,2,Y,1
422,23,66000,RENT,6,VENTURE,24000,0.36,4,N,1
423,24,60000,RENT,0,VENTURE,24000,0.4,4,N,1
424,25,66143,RENT,9,EDUCATION,24000,0.36,3,N,1
425,22,62250,RENT,3,PERSONAL,24000,0.39,4,Y,1
426,24,70000,RENT,8,EDUCATION,24000,0.34,4,N,1
427,23,74000,RENT,7,DEBTCONSOLIDATION,24000,0.32,2,N,1
428,22,18000,OWN,3,PERSONAL,3000,0.17,4,N,1
429,22,75000,RENT,6,EDUCATION,24000,0.32,4,N,1
430,24,75000,RENT,9,MEDICAL,24000,0.32,3,N,1
431,24,75000,RENT,7,HOMEIMPROVEMENT,24000,0.32,3,N,1
432,26,69000,RENT,0,DEBTCONSOLIDATION,24000,0.35,3,N,1
433,23,78000,RENT,4,PERSONAL,24000,0.31,3,N,1
434,22,18000,OWN,0,VENTURE,2000,0.11,3,N,0
435,24,80000,RENT,2,MEDICAL,24000,0.3,2,N,0
436,22,18000,OWN,1,HOMEIMPROVEMENT,3500,0.19,4,N,1
437,23,18000,OWN,3,EDUCATION,4000,0.22,2,N,1
438,23,74700,RENT,6,PERSONAL,24000,0.32,2,N,1
439,26,88596,RENT,3,PERSONAL,24000,0.27,3,N,0
440,25,95000,RENT,4,EDUCATION,24000,0.25,2,N,0
441,22,83000,RENT,6,DEBTCONSOLIDATION,24000,0.29,3,N,1
442,25,95000,RENT,9,VENTURE,24000,0.25,4,N,0
443,21,18000,OWN,3,HOMEIMPROVEMENT,4900,0.27,4,Y,1
444,21,18000,OWN,0,EDUCATION,5000,0.28,2,N,1
445,26,100000,RENT,5,PERSONAL,24000,0.24,4,N,0
446,24,110000,RENT,7,VENTURE,24000,0.22,4,N,0
447,24,18000,OWN,0,HOMEIMPROVEMENT,6250,0.35,4,N,1
448,22,98000,RENT,7,DEBTCONSOLIDATION,24000,0.24,2,Y,1
449,26,103872,RENT,6,DEBTCONSOLIDATION,24000,0.23,4,N,1
450,22,120000,RENT,4,EDUCATION,24000,0.2,4,N,0
451,24,120000,RENT,1,VENTURE,24000,0.2,4,N,0
452,26,108000,RENT,9,EDUCATION,24000,0.22,3,N,1
453,24,124080,RENT,4,PERSONAL,24000,0.19,4,Y,0
454,23,18000,MORTGAGE,1,MEDICAL,2500,0.14,2,N,1
455,24,130000,RENT,7,DEBTCONSOLIDATION,24000,0.18,3,N,0
456,25,135000,RENT,8,PERSONAL,24000,0.18,2,N,0
457,24,135000,RENT,4,HOMEIMPROVEMENT,24000,0.18,2,N,0
458,23,114750,RENT,2,MEDICAL,24000,0.21,3,Y,1
459,23,150000,RENT,0,EDUCATION,24000,0.16,4,N,0
460,23,138000,RENT,7,DEBTCONSOLIDATION,24000,0.17,2,Y,1
461,24,18000,OWN,6,PERSONAL,13000,0.72,3,N,1
462,21,18000,OWN,0,VENTURE,6250,0.35,4,N,1
463,26,155000,RENT,7,DEBTCONSOLIDATION,24000,0.15,4,N,0
464,26,148000,RENT,1,EDUCATION,24000,0.16,2,N,1
465,26,170000,RENT,3,DEBTCONSOLIDATION,24000,0.14,2,Y,0
466,21,18000,OWN,1,PERSONAL,2500,0.14,3,N,0
467,24,43896,RENT,8,HOMEIMPROVEMENT,23975,0.55,2,N,1
468,23,120000,RENT,4,MEDICAL,23750,0.2,2,N,0
469,24,54996,RENT,2,PERSONAL,23600,0.43,3,N,1
470,24,18000,MORTGAGE,0,DEBTCONSOLIDATION,10000,0.56,2,N,1
471,25,102000,RENT,9,DEBTCONSOLIDATION,23600,0.23,4,N,0
472,23,75000,RENT,3,PERSONAL,23575,0.31,4,N,1
473,22,18000,OWN,2,MEDICAL,4000,0.22,2,N,1
474,22,18000,OWN,1,MEDICAL,5400,0.3,2,Y,1
475,25,18000,MORTGAGE,1,MEDICAL,4000,0.22,3,N,1
476,21,18000,OWN,5,VENTURE,3375,0.19,2,N,1
477,22,66960,RENT,1,VENTURE,23400,0.35,2,N,1
478,22,43385,RENT,7,PERSONAL,23000,0.53,3,N,1
479,25,56544,RENT,3,EDUCATION,23000,0.41,2,N,1
480,23,60000,RENT,2,VENTURE,23000,0.38,4,N,1
481,24,18000,MORTGAGE,3,VENTURE,1200,0.07,4,Y,0
482,25,63208,RENT,9,EDUCATION,23000,0.36,3,N,1
483,24,65000,RENT,0,HOMEIMPROVEMENT,23000,0.35,4,N,1
484,23,68000,RENT,7,EDUCATION,23000,0.34,2,N,1
485,22,18000,OWN,1,DEBTCONSOLIDATION,3000,0.17,3,N,1
486,25,80000,RENT,9,VENTURE,23000,0.29,2,N,0
487,24,88000,RENT,1,VENTURE,23000,0.26,2,N,1
488,22,58600,RENT,5,MEDICAL,22750,0.39,4,N,1
489,23,70000,RENT,7,DEBTCONSOLIDATION,22500,0.32,2,N,1
490,24,18287,OWN,3,HOMEIMPROVEMENT,3000,0.16,3,N,1
491,26,69846,RENT,2,EDUCATION,22500,0.32,2,Y,1
492,24,73000,RENT,0,VENTURE,22400,0.31,4,Y,1
493,24,18500,MORTGAGE,8,PERSONAL,5000,0.27,3,N,1
494,23,35000,RENT,2,DEBTCONSOLIDATION,22250,0.64,3,N,1
495,25,43000,RENT,9,HOMEIMPROVEMENT,22000,0.51,2,N,1
496,25,52000,RENT,4,PERSONAL,22000,0.42,2,N,1
497,21,18701,MORTGAGE,0,PERSONAL,4200,0.22,4,Y,1
498,22,57000,RENT,6,EDUCATION,22000,0.39,3,N,1
499,25,58000,RENT,0,MEDICAL,22000,0.38,2,N,1
500,23,60000,RENT,6,DEBTCONSOLIDATION,22000,0.37,4,N,1
501,24,60000,RENT,3,VENTURE,22000,0.37,2,Y,1
502,25,18840,MORTGAGE,5,EDUCATION,3000,0.16,2,N,1
503,26,56000,RENT,7,MEDICAL,22000,0.39,3,N,1
504,22,70000,RENT,3,EDUCATION,22000,0.31,4,N,1
505,22,66000,RENT,1,EDUCATION,22000,0.33,2,N,1
506,23,74064,RENT,3,DEBTCONSOLIDATION,22000,0.3,3,N,0
507,24,76597,RENT,5,EDUCATION,22000,0.29,2,N,0
508,22,19000,OWN,6,MEDICAL,3625,0.19,3,N,1
509,26,77000,RENT,0,VENTURE,22000,0.29,3,N,0
510,21,19000,OWN,5,MEDICAL,6000,0.32,3,N,1
511,24,80000,RENT,0,MEDICAL,22000,0.28,4,N,0
512,26,82600,RENT,10,VENTURE,22000,0.27,2,N,0
513,24,19000,OWN,3,MEDICAL,7400,0.39,2,N,1
514,25,19000,OWN,3,DEBTCONSOLIDATION,4000,0.21,3,N,1
515,23,84000,RENT,3,DEBTCONSOLIDATION,22000,0.26,4,N,0
516,25,77650,RENT,8,PERSONAL,22000,0.28,3,N,1
517,25,82000,RENT,1,EDUCATION,22000,0.27,2,N,1
518,21,19012,MORTGAGE,0,DEBTCONSOLIDATION,3500,0.18,3,N,1
519,23,99996,RENT,3,DEBTCONSOLIDATION,22000,0.22,4,N,0
520,23,110000,RENT,0,PERSONAL,22000,0.2,3,N,0
521,22,19200,MORTGAGE,6,PERSONAL,4950,0.26,2,N,1
522,25,57000,RENT,4,PERSONAL,21700,0.38,2,N,1
523,24,54000,RENT,5,VENTURE,21600,0.4,2,N,1
524,23,56000,RENT,8,MEDICAL,21600,0.39,4,Y,1
525,26,63000,RENT,2,DEBTCONSOLIDATION,21600,0.34,3,Y,1
526,22,82000,RENT,3,PERSONAL,21600,0.26,3,Y,0
527,22,78000,RENT,6,DEBTCONSOLIDATION,21600,0.28,3,N,1
528,22,19200,OWN,0,VENTURE,2400,0.12,3,N,0
529,24,112140,RENT,8,MEDICAL,21600,0.19,2,N,0
530,24,19200,MORTGAGE,0,HOMEIMPROVEMENT,7000,0.36,4,N,1
531,25,19200,OWN,4,EDUCATION,3000,0.16,4,N,1
532,24,59000,RENT,5,MEDICAL,21500,0.36,3,N,1
533,24,70000,RENT,5,HOMEIMPROVEMENT,21500,0.31,3,N,1
534,24,116000,RENT,5,EDUCATION,21500,0.19,3,Y,0
535,25,60000,RENT,5,EDUCATION,21450,0.36,4,N,1
536,22,31000,RENT,5,DEBTCONSOLIDATION,21250,0.69,3,N,1
537,25,47052,RENT,5,VENTURE,21250,0.45,2,N,1
538,25,51060,RENT,9,VENTURE,21250,0.42,2,N,1
539,22,19200,MORTGAGE,6,DEBTCONSOLIDATION,5000,0.26,2,Y,1
540,22,53000,RENT,3,MEDICAL,21250,0.4,3,N,1
541,26,19200,OWN,0,EDUCATION,9250,0.48,2,N,1
542,24,56000,RENT,8,VENTURE,21250,0.38,3,Y,1
543,24,65000,RENT,4,EDUCATION,21250,0.33,4,Y,1
544,21,35000,RENT,3,VENTURE,21000,0.6,4,N,1
545,22,19200,MORTGAGE,6,HOMEIMPROVEMENT,1400,0.07,4,Y,1
546,23,19200,MORTGAGE,7,MEDICAL,3000,0.16,4,N,1
547,26,40000,RENT,3,MEDICAL,21000,0.52,4,N,1
548,25,19200,OWN,2,VENTURE,1000,0.05,3,N,0
549,26,42000,RENT,0,MEDICAL,21000,0.5,4,Y,1
550,23,63000,RENT,2,MEDICAL,21000,0.33,2,N,1
551,26,19200,MORTGAGE,5,VENTURE,4000,0.21,4,N,1
552,22,59000,RENT,2,PERSONAL,21000,0.36,3,N,1
553,22,70500,RENT,3,PERSONAL,21000,0.3,4,Y,0
554,26,65219,RENT,11,DEBTCONSOLIDATION,21000,0.32,3,N,1
555,22,75000,RENT,2,EDUCATION,21000,0.28,3,N,0
556,22,19200,MORTGAGE,3,MEDICAL,5000,0.26,3,N,1
557,25,62047,RENT,9,MEDICAL,21000,0.34,4,Y,1
558,24,79000,RENT,8,HOMEIMPROVEMENT,21000,0.27,2,N,0
559,23,80000,RENT,3,MEDICAL,21000,0.26,3,N,0
560,24,84000,RENT,8,MEDICAL,21000,0.25,4,N,0
561,26,85000,RENT,3,HOMEIMPROVEMENT,21000,0.25,3,N,0
562,22,93000,RENT,1,EDUCATION,21000,0.23,3,N,0
563,26,81000,RENT,10,EDUCATION,21000,0.26,3,Y,1
564,26,97000,RENT,1,EDUCATION,21000,0.22,3,N,0
565,26,97000,RENT,3,EDUCATION,21000,0.22,3,Y,0
566,25,100000,RENT,2,PERSONAL,21000,0.21,3,Y,1
567,26,19200,OTHER,0,PERSONAL,7500,0.39,2,Y,1
568,21,19253,MORTGAGE,0,DEBTCONSOLIDATION,6250,0.32,3,N,1
569,26,125000,RENT,5,HOMEIMPROVEMENT,21000,0.17,2,N,0
570,25,125000,RENT,9,EDUCATION,21000,0.17,3,Y,0
571,23,82000,RENT,2,PERSONAL,20900,0.25,2,N,0
572,21,19500,MORTGAGE,0,EDUCATION,15000,0.77,2,N,1
573,26,50000,RENT,7,VENTURE,20500,0.41,3,N,1
574,23,70000,RENT,2,EDUCATION,20500,0.29,3,Y,0
575,22,19800,OWN,1,EDUCATION,2100,0.11,4,N,0
576,123,80004,RENT,2,EDUCATION,20400,0.25,3,N,0
577,23,54000,RENT,7,PERSONAL,20375,0.38,2,N,1
578,26,26000,RENT,10,EDUCATION,20050,0.77,2,N,1
579,24,33000,RENT,1,DEBTCONSOLIDATION,20000,0.61,3,N,1
580,23,20000,OWN,0,PERSONAL,5000,0.25,4,N,0
581,22,20000,OWN,6,PERSONAL,9250,0.46,4,N,0
582,24,35364,RENT,1,MEDICAL,20000,0.57,4,N,1
583,25,38000,RENT,4,MEDICAL,20000,0.53,4,N,1
584,23,32000,RENT,3,DEBTCONSOLIDATION,20000,0.62,4,N,1
585,25,38004,RENT,6,MEDICAL,20000,0.53,2,N,1
586,23,20000,MORTGAGE,2,MEDICAL,6400,0.32,4,N,0
587,25,38556,RENT,9,PERSONAL,20000,0.52,4,Y,1
588,23,32900,RENT,1,EDUCATION,20000,0.61,2,N,1
589,25,34000,RENT,10,HOMEIMPROVEMENT,20000,0.59,4,N,1
590,24,40000,RENT,4,PERSONAL,20000,0.5,3,N,1
591,21,36000,RENT,5,MEDICAL,20000,0.56,2,Y,1
592,26,20000,MORTGAGE,5,MEDICAL,4800,0.24,3,N,0
593,25,42000,RENT,2,EDUCATION,20000,0.48,4,N,1
594,22,42224,RENT,7,VENTURE,20000,0.47,4,N,1
595,25,20000,OWN,0,PERSONAL,5650,0.28,2,Y,0
596,23,20000,MORTGAGE,7,EDUCATION,3625,0.18,3,Y,0
597,22,37212,RENT,6,DEBTCONSOLIDATION,20000,0.54,3,N,1
598,25,38000,RENT,9,MEDICAL,20000,0.53,4,N,1
599,22,45000,RENT,0,EDUCATION,20000,0.44,4,N,1
600,23,45000,RENT,4,PERSONAL,20000,0.44,2,N,1
601,24,45000,RENT,8,MEDICAL,20000,0.44,2,N,1
602,23,20000,OWN,7,MEDICAL,1200,0.06,3,N,0
603,22,45000,RENT,1,DEBTCONSOLIDATION,20000,0.44,3,Y,1
604,24,39000,RENT,5,MEDICAL,20000,0.51,2,N,1
605,24,46500,RENT,5,EDUCATION,20000,0.43,2,N,1
606,22,48000,RENT,7,VENTURE,20000,0.42,3,N,1
607,22,42000,RENT,1,PERSONAL,20000,0.48,3,N,1
608,22,48500,RENT,1,VENTURE,20000,0.41,4,N,1
609,22,20000,OWN,3,EDUCATION,7500,0.38,4,N,0
610,23,49400,RENT,0,EDUCATION,20000,0.4,4,N,1
611,25,20000,MORTGAGE,1,VENTURE,4000,0.2,2,N,0
612,25,50000,RENT,10,DEBTCONSOLIDATION,20000,0.4,3,N,1
613,25,50000,RENT,9,EDUCATION,20000,0.4,2,N,1
614,22,50000,RENT,6,DEBTCONSOLIDATION,20000,0.4,2,N,1
615,22,20000,OWN,1,VENTURE,5000,0.25,3,N,0
616,22,44000,RENT,2,EDUCATION,20000,0.45,4,N,1
617,24,50866,RENT,6,MEDICAL,20000,0.39,3,N,1
618,25,50950,RENT,5,HOMEIMPROVEMENT,20000,0.39,3,N,1
619,24,51000,RENT,8,VENTURE,20000,0.39,3,N,1
620,22,51000,RENT,5,EDUCATION,20000,0.39,3,N,1
621,22,51000,RENT,0,EDUCATION,20000,0.39,2,N,1
622,24,51500,RENT,6,VENTURE,20000,0.39,4,N,1
623,25,51996,RENT,9,VENTURE,20000,0.38,3,N,1
624,25,52000,RENT,1,EDUCATION,20000,0.38,4,N,1
625,22,46000,RENT,2,DEBTCONSOLIDATION,20000,0.43,4,Y,1
626,26,20000,MORTGAGE,1,PERSONAL,1500,0.08,3,N,0
627,24,52000,RENT,8,EDUCATION,20000,0.38,2,Y,1
628,25,46000,RENT,9,DEBTCONSOLIDATION,20000,0.43,2,Y,1
629,24,52559,RENT,9,HOMEIMPROVEMENT,20000,0.38,3,N,1
630,22,47000,RENT,5,MEDICAL,20000,0.43,3,N,1
631,22,54000,RENT,2,EDUCATION,20000,0.37,4,N,1
632,23,48000,RENT,7,MEDICAL,20000,0.42,4,N,1
633,23,48000,RENT,0,MEDICAL,20000,0.42,3,N,1
634,23,54000,RENT,1,VENTURE,20000,0.37,4,N,1
635,24,48912,RENT,0,MEDICAL,20000,0.41,4,N,1
636,26,54996,RENT,8,EDUCATION,20000,0.36,4,N,1
637,24,55000,RENT,8,HOMEIMPROVEMENT,20000,0.36,2,N,1
638,25,55000,RENT,3,DEBTCONSOLIDATION,20000,0.36,3,N,1
639,26,49000,RENT,0,HOMEIMPROVEMENT,20000,0.41,3,N,1
640,25,55000,RENT,0,VENTURE,20000,0.36,4,N,1
641,22,20000,MORTGAGE,0,PERSONAL,16600,0.83,3,N,0
642,23,55000,RENT,5,DEBTCONSOLIDATION,20000,0.36,2,N,1
643,25,55200,RENT,7,VENTURE,20000,0.36,4,N,1
644,23,20004,MORTGAGE,6,PERSONAL,7125,0.36,2,N,0
645,23,57000,RENT,3,EDUCATION,20000,0.35,2,N,1
646,22,51012,RENT,1,PERSONAL,20000,0.39,4,Y,1
647,23,20004,MORTGAGE,2,EDUCATION,2500,0.12,2,Y,0
648,26,20004,MORTGAGE,4,HOMEIMPROVEMENT,3600,0.18,2,N,0
649,22,58000,RENT,0,DEBTCONSOLIDATION,20000,0.34,2,N,1
650,23,58800,RENT,7,DEBTCONSOLIDATION,20000,0.34,3,N,1
651,26,59000,RENT,10,MEDICAL,20000,0.34,3,N,1
652,26,53000,RENT,1,PERSONAL,20000,0.38,4,Y,1
653,23,60000,RENT,7,MEDICAL,20000,0.33,2,N,1
654,24,54000,RENT,2,VENTURE,20000,0.37,2,N,1
655,21,20245,OWN,5,VENTURE,3550,0.18,4,N,0
656,26,20280,MORTGAGE,5,HOMEIMPROVEMENT,7000,0.35,2,N,0
657,24,60000,RENT,0,PERSONAL,20000,0.33,2,N,1
658,24,20352,OWN,3,VENTURE,7750,0.38,3,N,0
659,25,54000,RENT,6,PERSONAL,20000,0.37,3,N,1
660,24,60000,RENT,8,VENTURE,20000,0.33,4,N,1
661,23,54000,RENT,6,DEBTCONSOLIDATION,20000,0.37,3,Y,1
662,23,54000,RENT,2,PERSONAL,20000,0.37,2,N,1
663,22,60000,RENT,4,EDUCATION,20000,0.33,3,N,1
664,25,60000,RENT,2,EDUCATION,20000,0.33,2,N,1
665,22,20400,MORTGAGE,6,EDUCATION,6000,0.29,4,Y,0
666,24,20400,MORTGAGE,5,DEBTCONSOLIDATION,5500,0.27,4,N,0
667,25,60000,RENT,9,EDUCATION,20000,0.33,3,N,1
668,25,54000,RENT,1,PERSONAL,20000,0.37,3,Y,1
669,24,54000,RENT,1,PERSONAL,20000,0.37,3,Y,1
670,23,60000,RENT,3,EDUCATION,20000,0.33,2,N,1
671,21,20400,OWN,2,EDUCATION,1275,0.06,3,Y,0
672,25,54000,RENT,1,DEBTCONSOLIDATION,20000,0.37,4,N,1
673,24,60000,RENT,0,PERSONAL,20000,0.33,2,N,1
674,21,20400,OWN,5,MEDICAL,2400,0.12,4,N,0
675,24,60000,RENT,8,PERSONAL,20000,0.33,4,N,1
676,26,60000,RENT,3,HOMEIMPROVEMENT,20000,0.33,4,N,1
677,23,54504,RENT,1,PERSONAL,20000,0.37,4,Y,1
678,24,55000,RENT,2,VENTURE,20000,0.36,2,N,1
679,24,61000,RENT,2,HOMEIMPROVEMENT,20000,0.33,4,N,1
680,22,20400,OWN,0,DEBTCONSOLIDATION,3800,0.19,3,Y,0
681,25,62000,RENT,3,MEDICAL,20000,0.32,3,N,1
682,24,56000,RENT,3,EDUCATION,20000,0.36,4,Y,1
683,21,56000,RENT,4,VENTURE,20000,0.36,3,Y,1
684,24,62400,RENT,8,HOMEIMPROVEMENT,20000,0.32,2,N,1
685,25,62400,RENT,7,VENTURE,20000,0.32,2,N,1
686,25,63000,RENT,3,MEDICAL,20000,0.32,3,N,1
687,26,58000,RENT,0,DEBTCONSOLIDATION,20000,0.34,2,N,1
688,23,65000,RENT,0,MEDICAL,20000,0.31,3,N,1
689,24,20800,OWN,0,PERSONAL,5000,0.24,3,Y,0
690,23,65000,RENT,0,MEDICAL,20000,0.31,2,N,1
691,23,65000,RENT,7,VENTURE,20000,0.31,3,N,1
692,24,20856,OWN,0,VENTURE,10000,0.48,4,N,0
693,25,20868,OWN,0,VENTURE,5375,0.26,2,Y,0
694,26,59000,RENT,3,PERSONAL,20000,0.34,4,N,1
695,23,59000,RENT,7,EDUCATION,20000,0.34,4,N,1
696,21,21000,MORTGAGE,5,DEBTCONSOLIDATION,3500,0.17,2,Y,1
697,26,65004,RENT,7,DEBTCONSOLIDATION,20000,0.31,2,N,1
698,25,59004,RENT,1,PERSONAL,20000,0.34,2,Y,1
699,23,59004,RENT,5,DEBTCONSOLIDATION,20000,0.34,2,N,1
700,23,65500,RENT,2,DEBTCONSOLIDATION,20000,0.31,2,N,1
701,22,66996,RENT,3,EDUCATION,20000,0.3,2,N,0
702,23,67000,RENT,0,MEDICAL,20000,0.3,2,N,0
703,24,67000,RENT,5,HOMEIMPROVEMENT,20000,0.3,2,Y,0
704,26,68000,RENT,10,EDUCATION,20000,0.29,4,N,0
705,25,68000,RENT,4,PERSONAL,20000,0.29,4,Y,0
706,24,62400,RENT,4,DEBTCONSOLIDATION,20000,0.32,4,N,1
707,23,69500,RENT,3,VENTURE,20000,0.29,2,Y,0
708,25,70000,RENT,5,HOMEIMPROVEMENT,20000,0.29,2,N,0
709,22,70000,RENT,2,PERSONAL,20000,0.29,4,N,0
710,25,64000,RENT,0,HOMEIMPROVEMENT,20000,0.31,4,N,1
711,25,71004,RENT,9,PERSONAL,20000,0.28,2,N,0
712,22,21000,MORTGAGE,4,DEBTCONSOLIDATION,3000,0.14,3,N,0
713,23,71004,RENT,8,EDUCATION,20000,0.28,3,N,0
714,23,55392,RENT,3,MEDICAL,20000,0.36,4,Y,1
715,24,72000,RENT,5,MEDICAL,20000,0.28,2,N,0
716,24,21000,OTHER,4,PERSONAL,6000,0.29,2,N,0
717,23,66000,RENT,1,VENTURE,20000,0.3,3,N,1
718,22,66000,RENT,3,DEBTCONSOLIDATION,20000,0.3,2,N,1
719,24,72000,RENT,4,HOMEIMPROVEMENT,20000,0.28,3,Y,0
720,24,74000,RENT,0,HOMEIMPROVEMENT,20000,0.27,3,N,0
721,22,21120,MORTGAGE,3,DEBTCONSOLIDATION,1625,0.08,3,Y,1
722,25,75000,RENT,8,DEBTCONSOLIDATION,20000,0.27,4,N,0
723,21,21216,MORTGAGE,5,HOMEIMPROVEMENT,4500,0.21,2,Y,1
724,25,21221,MORTGAGE,4,VENTURE,8500,0.4,4,N,0
725,24,75000,RENT,4,HOMEIMPROVEMENT,20000,0.27,3,N,0
726,26,75000,RENT,5,MEDICAL,20000,0.27,4,N,0
727,26,75000,RENT,3,EDUCATION,20000,0.27,3,N,0
728,25,75000,RENT,0,PERSONAL,20000,0.27,3,N,0
729,22,69000,RENT,6,DEBTCONSOLIDATION,20000,0.29,4,N,1
730,22,75000,RENT,2,VENTURE,20000,0.27,2,N,0
731,21,21600,MORTGAGE,6,PERSONAL,7575,0.35,3,N,0
732,26,21600,OWN,5,EDUCATION,5200,0.24,3,N,0
733,24,69000,RENT,0,HOMEIMPROVEMENT,20000,0.29,4,N,1
734,23,75600,RENT,3,PERSONAL,20000,0.26,3,Y,0
735,23,59497,RENT,0,MEDICAL,20000,0.34,3,N,1
736,23,76000,RENT,7,MEDICAL,20000,0.26,3,N,0
737,26,70000,RENT,7,DEBTCONSOLIDATION,20000,0.29,3,N,1
738,24,70000,RENT,8,VENTURE,20000,0.29,4,N,1
739,22,77004,RENT,6,DEBTCONSOLIDATION,20000,0.26,4,N,0
740,26,71004,RENT,0,HOMEIMPROVEMENT,20000,0.28,2,Y,1
741,21,21600,OWN,0,VENTURE,7125,0.33,3,N,0
742,22,21600,MORTGAGE,0,EDUCATION,4025,0.19,4,N,0
743,24,21600,MORTGAGE,8,MEDICAL,8000,0.37,2,N,0
744,26,78000,RENT,8,HOMEIMPROVEMENT,20000,0.26,4,Y,0
745,22,21600,MORTGAGE,0,PERSONAL,4000,0.19,2,N,0
746,26,21600,OWN,0,MEDICAL,4200,0.19,3,N,0
747,22,21600,MORTGAGE,6,VENTURE,1400,0.06,2,N,0
748,123,78000,RENT,7,VENTURE,20000,0.26,4,N,0
749,23,61200,RENT,4,MEDICAL,20000,0.33,2,N,1
750,21,21600,MORTGAGE,2,DEBTCONSOLIDATION,3800,0.18,2,N,0
751,24,72000,RENT,6,DEBTCONSOLIDATION,20000,0.28,4,Y,1
752,23,78000,RENT,3,VENTURE,20000,0.26,3,N,0
753,23,78500,RENT,7,MEDICAL,20000,0.25,4,Y,0
754,23,79000,RENT,5,EDUCATION,20000,0.25,4,Y,0
755,23,80000,RENT,4,MEDICAL,20000,0.25,4,N,0
756,23,21600,OWN,2,VENTURE,6000,0.28,4,N,0
757,22,62900,RENT,6,MEDICAL,20000,0.32,4,N,1
758,24,80000,RENT,3,VENTURE,20000,0.25,4,N,0
759,25,80000,RENT,7,EDUCATION,20000,0.25,4,N,0
760,23,21600,MORTGAGE,7,EDUCATION,2000,0.09,4,N,0
761,22,80000,RENT,3,EDUCATION,20000,0.25,4,Y,0
762,22,21600,OWN,3,VENTURE,8500,0.39,4,N,0
763,26,62900,RENT,2,MEDICAL,20000,0.32,3,N,1
764,26,21600,MORTGAGE,0,HOMEIMPROVEMENT,1000,0.05,3,N,0
765,25,74004,RENT,2,PERSONAL,20000,0.27,4,Y,1
766,25,80004,RENT,9,HOMEIMPROVEMENT,20000,0.25,4,Y,0
767,23,80700,RENT,7,MEDICAL,20000,0.25,2,N,0
768,22,81000,RENT,3,DEBTCONSOLIDATION,20000,0.25,4,N,0
769,24,21600,MORTGAGE,0,DEBTCONSOLIDATION,2000,0.09,2,N,1
770,22,82000,RENT,6,EDUCATION,20000,0.24,2,Y,0
771,23,76042,RENT,6,HOMEIMPROVEMENT,20000,0.26,4,Y,1
772,22,76654,RENT,2,EDUCATION,20000,0.26,4,Y,1
773,24,83500,RENT,1,EDUCATION,20000,0.24,3,N,0
774,26,21600,OWN,0,VENTURE,3000,0.14,2,N,0
775,23,84000,RENT,7,PERSONAL,20000,0.24,4,N,0
776,25,84000,RENT,9,EDUCATION,20000,0.24,2,N,0
777,23,21600,OWN,0,EDUCATION,4400,0.2,2,N,0
778,21,21600,MORTGAGE,2,DEBTCONSOLIDATION,10000,0.46,2,N,0
